市场代码,合约代码,时间,开,高,低,收,成交量,成交额,持仓量
ZC,FG408,2013-08-16 09:01:00,1520.0000,1520.0000,1490.0000,1490.0000,0.0000,0.0000,0
ZC,FG408,2013-08-16 09:02:00,1490.0000,1490.0000,1490.0000,1490.0000,0.0000,0.0000,0
ZC,FG408,2013-08-16 09:03:00,1490.0000,1490.0000,1490.0000,1490.0000,0.0000,0.0000,0
ZC,FG408,2013-08-16 09:04:00,1490.0000,1490.0000,1490.0000,1490.0000,0.0000,0.0000,0
ZC,FG408,2013-08-16 09:05:00,1490.0000,1490.0000,1490.0000,1490.0000,0.0000,0.0000,0
ZC,FG408,2013-08-16 09:06:00,1490.0000,1490.0000,1490.0000,1490.0000,0.0000,0.0000,0
ZC,FG408,2013-08-16 09:07:00,1490.0000,1490.0000,1490.0000,1490.0000,0.0000,0.0000,0
ZC,FG408,2013-08-16 09:08:00,1490.0000,1490.0000,1490.0000,1490.0000,0.0000,0.0000,0
ZC,FG408,2013-08-16 09:09:00,1490.0000,1490.0000,1490.0000,1490.0000,0.0000,0.0000,0
ZC,FG408,2013-08-16 09:10:00,1490.0000,1490.0000,1490.0000,1490.0000,0.0000,0.0000,0
ZC,FG408,2013-08-16 09:11:00,1490.0000,1490.0000,1490.0000,1490.0000,0.0000,0.0000,0
ZC,FG408,2013-08-16 09:12:00,1490.0000,1490.0000,1490.0000,1490.0000,0.0000,0.0000,0
ZC,FG408,2013-08-16 09:13:00,1490.0000,1490.0000,1490.0000,1490.0000,0.0000,0.0000,0
ZC,FG408,2013-08-16 09:14:00,1490.0000,1490.0000,1490.0000,1490.0000,0.0000,0.0000,0
ZC,FG408,2013-08-16 09:15:00,1490.0000,1490.0000,1490.0000,1490.0000,0.0000,0.0000,0
ZC,FG408,2013-08-16 09:16:00,1490.0000,1490.0000,1490.0000,1490.0000,0.0000,0.0000,0
ZC,FG408,2013-08-16 09:17:00,1490.0000,1490.0000,1490.0000,1490.0000,0.0000,0.0000,0
ZC,FG408,2013-08-16 09:18:00,1490.0000,1490.0000,1490.0000,1490.0000,0.0000,0.0000,0
ZC,FG408,2013-08-16 09:19:00,1490.0000,1490.0000,1490.0000,1490.0000,0.0000,0.0000,0
ZC,FG408,2013-08-16 09:20:00,1490.0000,1490.0000,1490.0000,1490.0000,0.0000,0.0000,0
ZC,FG408,2013-08-16 09:21:00,1490.0000,1490.0000,1490.0000,1490.0000,0.0000,0.0000,0
ZC,FG408,2013-08-16 09:22:00,1490.0000,1490.0000,1490.0000,1490.0000,0.0000,0.0000,0
ZC,FG408,2013-08-16 09:23:00,1490.0000,1490.0000,1490.0000,1490.0000,0.0000,0.0000,0
ZC,FG408,2013-08-16 09:24:00,1490.0000,1490.0000,1490.0000,1490.0000,0.0000,0.0000,0
ZC,FG408,2013-08-16 09:25:00,1490.0000,1490.0000,1490.0000,1490.0000,0.0000,0.0000,0
ZC,FG408,2013-08-16 09:26:00,1490.0000,1490.0000,1490.0000,1490.0000,0.0000,0.0000,0
ZC,FG408,2013-08-16 09:27:00,1490.0000,1490.0000,1490.0000,1490.0000,0.0000,0.0000,0
ZC,FG408,2013-08-16 09:28:00,1490.0000,1490.0000,1490.0000,1490.0000,0.0000,0.0000,0
ZC,FG408,2013-08-16 09:29:00,1490.0000,1490.0000,1490.0000,1490.0000,0.0000,0.0000,0
ZC,FG408,2013-08-16 09:30:00,1490.0000,1490.0000,1490.0000,1490.0000,0.0000,0.0000,0
ZC,FG408,2013-08-16 09:31:00,1490.0000,1490.0000,1490.0000,1490.0000,0.0000,0.0000,0
ZC,FG408,2013-08-16 09:32:00,1490.0000,1490.0000,1490.0000,1490.0000,0.0000,0.0000,0
ZC,FG408,2013-08-16 09:33:00,1490.0000,1490.0000,1490.0000,1490.0000,0.0000,0.0000,0
ZC,FG408,2013-08-16 09:34:00,1490.0000,1490.0000,1490.0000,1490.0000,0.0000,0.0000,0
ZC,FG408,2013-08-16 09:35:00,1490.0000,1490.0000,1490.0000,1490.0000,0.0000,0.0000,0
ZC,FG408,2013-08-16 09:36:00,1490.0000,1490.0000,1490.0000,1490.0000,0.0000,0.0000,0
ZC,FG408,2013-08-16 09:37:00,1490.0000,1490.0000,1490.0000,1490.0000,0.0000,0.0000,0
ZC,FG408,2013-08-16 09:38:00,1490.0000,1520.0000,1490.0000,1520.0000,2.0000,0.0000,2
ZC,FG408,2013-08-16 09:39:00,1520.0000,1520.0000,1445.0000,1445.0000,2.0000,0.0000,2
ZC,FG408,2013-08-16 09:40:00,1445.0000,1445.0000,1445.0000,1445.0000,0.0000,0.0000,2
ZC,FG408,2013-08-16 09:41:00,1445.0000,1445.0000,1445.0000,1445.0000,0.0000,0.0000,2
ZC,FG408,2013-08-16 09:42:00,1445.0000,1445.0000,1445.0000,1445.0000,0.0000,0.0000,2
ZC,FG408,2013-08-16 09:43:00,1445.0000,1445.0000,1445.0000,1445.0000,0.0000,0.0000,2
ZC,FG408,2013-08-16 09:44:00,1445.0000,1445.0000,1445.0000,1445.0000,0.0000,0.0000,2
ZC,FG408,2013-08-16 09:45:00,1445.0000,1445.0000,1445.0000,1445.0000,0.0000,0.0000,2
ZC,FG408,2013-08-16 09:46:00,1445.0000,1445.0000,1445.0000,1445.0000,0.0000,0.0000,2
ZC,FG408,2013-08-16 09:47:00,1445.0000,1445.0000,1445.0000,1445.0000,0.0000,0.0000,2
ZC,FG408,2013-08-16 09:48:00,1445.0000,1445.0000,1445.0000,1445.0000,0.0000,0.0000,2
ZC,FG408,2013-08-16 09:49:00,1445.0000,1445.0000,1445.0000,1445.0000,0.0000,0.0000,2
ZC,FG408,2013-08-16 09:50:00,1445.0000,1445.0000,1445.0000,1445.0000,0.0000,0.0000,2
ZC,FG408,2013-08-16 09:51:00,1445.0000,1445.0000,1445.0000,1445.0000,0.0000,0.0000,2
ZC,FG408,2013-08-16 09:52:00,1445.0000,1445.0000,1445.0000,1445.0000,0.0000,0.0000,2
ZC,FG408,2013-08-16 09:53:00,1445.0000,1445.0000,1445.0000,1445.0000,0.0000,0.0000,2
ZC,FG408,2013-08-16 09:54:00,1445.0000,1445.0000,1445.0000,1445.0000,0.0000,0.0000,2
ZC,FG408,2013-08-16 09:55:00,1445.0000,1445.0000,1445.0000,1445.0000,0.0000,0.0000,2
ZC,FG408,2013-08-16 09:56:00,1445.0000,1445.0000,1445.0000,1445.0000,0.0000,0.0000,2
ZC,FG408,2013-08-16 09:57:00,1445.0000,1445.0000,1445.0000,1445.0000,0.0000,0.0000,2
