Date,Price,Inventory
2015/6/8,13095,469080
2015/6/5,12865,469488
2015/6/4,12840,470376
2015/6/3,12940,470118
2015/6/2,12910,465516
2015/6/1,12540,465564
2015/5/29,12675,464364
2015/5/28,12840,464610
2015/5/27,12625,465624
2015/5/26,12650,463800
2015/5/22,12710,455790
2015/5/21,13015,446868
2015/5/20,12830,446640
2015/5/19,,444936
2015/5/18,13685,443622
2015/5/15,13655,444324
2015/5/14,14040,443352
2015/5/13,14040,441042
2015/5/12,14120,440034
2015/5/11,14285,442812
2015/5/8,14100,441174
2015/5/7,13915,442434
2015/5/6,14415,443916
2015/5/5,14130,444060
2015/5/1,13760,444312
2015/4/30,13860,444756
2015/4/29,13285,443670
2015/4/28,13230,442950
2015/4/27,13510,436542
2015/4/24,12860,435558
2015/4/23,12545,434712
2015/4/22,12625,434376
2015/4/21,12770,433962
2015/4/20,12370,433734
2015/4/17,12730,433752
2015/4/16,12890,433146
2015/4/15,12515,432000
2015/4/14,12260,431346
2015/4/13,12520,431214
2015/4/10,12590,431292
2015/4/9,12545,431172
2015/4/8,12725,431376
2015/4/7,12565,431970
2015/4/2,12930,431790
2015/4/1,12330,432996
2015/3/31,12460,433806
2015/3/30,13045,435048
2015/3/27,13260,433380
2015/3/26,13615,432792
2015/3/25,13680,433980
2015/3/24,14025,431490
2015/3/23,14200,430008
2015/3/20,13955,430482
2015/3/19,13630,431820
2015/3/18,13575,431034
2015/3/17,13560,432120
2015/3/16,13805,428910
2015/3/13,13850,430146
2015/3/12,13825,430854
2015/3/11,13975,432480
2015/3/10,14075,432900
2015/3/9,14415,431856
2015/3/6,14085,431952
2015/3/5,14055,431442
2015/3/4,13830,431274
2015/3/3,13680,430932
2015/3/2,13885,430944
2015/2/27,14045,428676
2015/2/26,14400,427596
2015/2/25,14310,425334
2015/2/24,14250,424548
2015/2/23,13915,424932
2015/2/20,13950,425934
2015/2/19,13925,425604
2015/2/18,14125,425790
2015/2/17,14215,426114
2015/2/16,14430,425838
2015/2/13,14745,426228
2015/2/12,14605,425310
2015/2/11,14710,426018
2015/2/10,14860,426090
2015/2/9,15050,426324
2015/2/6,14965,424206
2015/2/5,14835,423480
2015/2/4,14930,424788
2015/2/3,15375,424572
2015/2/2,15050,424974
2015/1/30,14785,426240
2015/1/29,14705,425562
2015/1/28,14930,423726
2015/1/27,14675,424110
2015/1/26,14375,424344
2015/1/23,14405,423036
2015/1/22,14720,421842
2015/1/21,14770,419964
2015/1/20,14540,418062
2015/1/19,14400,417900
2015/1/16,14360,418518
2015/1/15,14570,418332
2015/1/14,14250,418320
2015/1/13,14780,416436
2015/1/12,14955,414732
2015/1/9,15435,415164
2015/1/8,15330,415842
2015/1/7,15455,415812
2015/1/6,15285,415338
2015/1/5,14585,414756
2015/1/2,14880,
2014/12/31,14935,413148
2014/12/30,14855,412704
2014/12/29,15110,410808
2014/12/24,15275,410880
2014/12/23,15380,408990
2014/12/22,15630,408408
2014/12/19,15350,406812
2014/12/18,15505,406722
2014/12/17,15430,406854
2014/12/16,16130,405174
2014/12/15,16660,405186
2014/12/12,16335,405294
2014/12/11,16150,406524
2014/12/10,16425,407568
2014/12/9,16255,406248
2014/12/8,16555,406410
2014/12/5,16825,407370
2014/12/4,16780,406992
2014/12/3,16325,407646
2014/12/2,16175,405570
2014/12/1,16205,404766
2014/11/28,16090,404496
2014/11/27,16325,401850
2014/11/26,16230,399996
2014/11/25,16455,398064
2014/11/24,16535,397236
2014/11/21,16450,394770
2014/11/20,16175,393324
2014/11/19,15850,390432
2014/11/18,15650,390198
2014/11/17,15600,389766
2014/11/14,15320,389370
2014/11/13,15520,389136
2014/11/12,15535,388776
2014/11/11,15090,388896
2014/11/10,15070,389334
2014/11/7,15265,387222
2014/11/6,15255,386118
2014/11/5,14980,385860
2014/11/4,15155,385860
2014/11/3,15575,385314
2014/10/31,15815,383442
2014/10/30,15325,381762
2014/10/29,15585,380946
2014/10/28,15055,378864
2014/10/27,14650,378222
2014/10/24,15005,378132
2014/10/23,14950,377538
2014/10/22,15220,377010
2014/10/21,15225,377136
2014/10/20,15315,376506
2014/10/17,15505,375492
2014/10/16,15315,374562
2014/10/15,16135,374934
2014/10/14,16180,363110
2014/10/13,16390,368364
2014/10/10,16310,367134
2014/10/9,,365148
2014/10/8,,364530
2014/10/7,16750,364248
2014/10/6,16485,364332
2014/10/3,16270,363102
2014/10/2,16050,359166
2014/10/1,15855,358374
2014/9/30,16505,356040
2014/9/29,16510,353340
2014/9/26,17280,347970
2014/9/25,17210,344796
2014/9/24,17200,343284
2014/9/23,17135,341364
2014/9/22,17075,339036
2014/9/19,17755,339042
2014/9/18,17885,339288
2014/9/17,17920,337992
2014/9/16,17905,337044
2014/9/15,18255,334842
2014/9/12,18345,333834
2014/9/11,18460,332460
2014/9/10,18550,331980
2014/9/9,19360,332142
2014/9/8,19740,332034
2014/9/5,19385,331992
2014/9/4,19235,330720
2014/9/3,18820,331068
2014/9/2,18555,330630
2014/9/1,18660,328860
2014/8/29,18455,329136
2014/8/28,18650,326922
2014/8/27,18635,326466
2014/8/26,18805,326220
2014/8/22,18625,325788
2014/8/21,18730,324714
2014/8/20,18780,324840
2014/8/19,18550,324678
2014/8/18,18420,324984
2014/8/15,18505,322728
2014/8/14,18535,320754
2014/8/13,18580,320448
2014/8/12,18850,319590
2014/8/11,18495,318750
2014/8/8,18620,318798
2014/8/7,18860,318114
2014/8/6,18275,317874
2014/8/5,18490,317772
2014/8/4,18375,317544
2014/8/1,18280,317628
2014/7/31,18765,315798
2014/7/30,18680,314400
2014/7/29,18525,312720
2014/7/28,18800,311802
2014/7/25,19160,312156
2014/7/24,19080,311964
2014/7/23,18960,310716
2014/7/22,18925,311214
2014/7/21,18725,311064
2014/7/18,18505,311088
2014/7/17,19080,310782
2014/7/16,19200,308418
2014/7/15,19260,308322
2014/7/14,19210,307710
2014/7/11,19065,307350
2014/7/10,18975,307410
2014/7/9,19515,306828
2014/7/8,19440,305280
2014/7/7,19180,305394
2014/7/4,19385,304536
2014/7/3,19795,304938
2014/7/2,19080,305394
2014/7/1,18850,305256
2014/6/30,18715,304890
2014/6/27,18765,305790
2014/6/26,18625,305556
2014/6/25,18280,305862
2014/6/24,18150,305388
2014/6/23,18420,304602
2014/6/20,18350,305310
2014/6/19,18460,
2014/6/18,18660,305970
2014/6/17,18930,286728
2014/6/16,18315,286668
2014/6/13,17950,286710
2014/6/12,18030,286482
2014/6/11,18350,286752
2014/6/10,18455,286626
2014/6/9,18760,284712
2014/6/6,18465,283992
2014/6/5,19005,284316
2014/6/4,18950,283752
2014/6/3,19005,283986
2014/6/2,19405,284112
2014/5/30,19310,284436
2014/5/29,18750,283662
2014/5/28,19515,280524
2014/5/27,19650,280308
2014/5/23,19620,280404
2014/5/22,19670,279672
2014/5/21,19405,280020
2014/5/20,19680,279750
2014/5/19,19785,279750
2014/5/16,19155,279816
2014/5/15,18750,279336
2014/5/14,20650,278868
2014/5/13,21200,278994
2014/5/12,20850,278772
2014/5/9,20105,278130
2014/5/8,19390,277968
2014/5/7,18580,278436
2014/5/6,18460,279516
2014/5/2,18200,279528
2014/5/1,18070,279876
2014/4/30,18200,276846
2014/4/29,18230,277056
2014/4/28,18550,277638
2014/4/25,18465,277734
2014/4/24,18430,277056
2014/4/23,18120,276888
2014/4/22,18230,277716
2014/4/17,17985,277434
2014/4/16,17880,277248
2014/4/15,17280,278514
2014/4/14,17735,279966
2014/4/11,17395,276936
2014/4/10,17050,278844
2014/4/9,16500,280002
2014/4/8,16410,281598
2014/4/7,16470,281010
2014/4/4,16515,281946
2014/4/3,16145,282936
2014/4/2,16130,283680
2014/4/1,15780,283956
2014/3/31,15735,284694
2014/3/28,15770,285462
2014/3/27,15670,286674
2014/3/26,15960,285210
2014/3/25,16225,283632
2014/3/24,16135,283524
2014/3/21,15990,283578
2014/3/20,15910,283434
2014/3/19,16115,271296
2014/3/18,16075,270930
2014/3/17,15865,270810
2014/3/14,15805,271014
2014/3/13,15730,270636
2014/3/12,15670,269886
2014/3/11,15635,270714
2014/3/10,15135,271200
2014/3/7,15330,270624
2014/3/6,15455,269370
2014/3/5,15305,270366
2014/3/4,14830,270930
2014/3/3,14510,271128
2014/2/28,14550,270618
2014/2/27,14185,270696
2014/2/26,14285,270882
2014/2/25,14235,268458
2014/2/24,14160,268152
2014/2/21,14410,268710
2014/2/20,14265,269214
2014/2/19,14475,269256
2014/2/18,14405,269388
2014/2/17,,268800
2014/2/14,14235,268980
2014/2/13,14235,269256
2014/2/12,14270,268668
2014/2/11,14120,267138
2014/2/10,14265,265686
2014/2/7,14105,266688
2014/2/6,13820,265992
2014/2/5,,265710
2014/2/4,,265872
2014/2/3,,265998
2014/1/31,,266538
2014/1/30,,266718
2014/1/29,14095,264432
2014/1/28,14080,264288
2014/1/27,14260,264090
2014/1/24,14555,263898
2014/1/23,14635,261396
2014/1/22,14645,260700
2014/1/21,14565,260832
2014/1/20,,261264
2014/1/17,14595,260448
2014/1/16,14495,261246
2014/1/15,14245,261900
2014/1/14,14285,261372
2014/1/13,13980,261648
2014/1/10,13680,261906
2014/1/9,13365,261264
2014/1/8,13445,260610
2014/1/7,13480,260724
2014/1/6,13570,260862
2014/1/3,13870,260706
2014/1/2,13905,261468
2013/12/31,13970,261300
2013/12/30,14015,261300
2013/12/27,14175,258510
2013/12/24,14050,258258
2013/12/23,14310,255906
2013/12/20,14215,255744
2013/12/19,14070,255120
2013/12/18,14035,255246
2013/12/17,13920,255552
2013/12/16,14060,255354
2013/12/13,13905,255054
2013/12/12,14005,255024
2013/12/11,13930,253890
2013/12/10,14005,253836
2013/12/9,,253056
2013/12/6,13740,253068
2013/12/5,13785,252636
2013/12/4,13525,252816
2013/12/3,13350,252972
2013/12/2,13390,252126
2013/11/29,13415,251862
2013/11/28,13270,251910
2013/11/27,13405,250572
2013/11/26,13465,249660
2013/11/25,13480,249012
2013/11/22,13440,249138
2013/11/21,13425,248550
2013/11/20,13510,247638
2013/11/19,13580,244938
2013/11/18,13690,244614
2013/11/15,13690,244818
2013/11/14,13600,243150
2013/11/13,13605,241596
2013/11/12,13655,241716
2013/11/11,13810,239994
2013/11/8,13865,240096
2013/11/7,13950,240408
2013/11/6,14290,239850
2013/11/5,14325,239985
2013/11/4,14260,238584
2013/11/1,14580,238134
2013/10/31,14515,237576
2013/10/30,14555,236958
2013/10/29,14520,234228
2013/10/28,14460,234984
2013/10/25,14385,235278
2013/10/24,14425,234084
2013/10/23,14580,231636
2013/10/22,14635,231480
2013/10/21,14295,230760
2013/10/18,14170,230040
2013/10/17,13970,229812
2013/10/16,13840,228264
2013/10/15,13895,228420
2013/10/14,13910,228186
2013/10/11,13730,228870
2013/10/10,13720,228996
2013/10/9,13760,229230
2013/10/8,13835,228066
2013/10/7,13840,227928
2013/10/4,13560,227562
2013/10/3,13635,226998
2013/10/2,13630,227292
2013/10/1,13740,227004
2013/9/30,13860,226068
2013/9/27,13885,226218
2013/9/26,13780,226278
2013/9/25,13725,225426
2013/9/24,13680,222012
2013/9/23,13830,219786
2013/9/20,14090,
2013/9/18,,218448
2013/9/17,13775,216312
2013/9/16,13820,217002
2013/9/13,13605,217422
2013/9/12,13620,217650
2013/9/11,13675,216108
2013/9/10,13775,215808
2013/9/9,13820,215388
2013/9/6,13900,215538
2013/9/5,13660,214386
2013/9/4,13540,213804
2013/9/3,13635,213270
2013/9/2,13775,213378
2013/8/30,13755,212070
2013/8/29,14070,212220
2013/8/28,14240,212328
2013/8/27,14325,211902
2013/8/23,14345,210060
2013/8/22,14435,209868
2013/8/21,14450,209346
2013/8/20,14565,208578
2013/8/19,14655,205758
2013/8/16,14685,206118
2013/8/15,14660,205878
2013/8/14,14725,205812
2013/8/13,14735,205890
2013/8/12,14775,203940
2013/8/9,14450,204024
2013/8/8,14160,204108
2013/8/7,13585,203988
2013/8/6,13890,204906
2013/8/5,13835,204210
2013/8/2,13820,204336
2013/8/1,13765,204330
2013/7/31,13570,203028
2013/7/30,13435,200790
2013/7/29,13640,200280
2013/7/26,13830,199578
2013/7/25,,200010
2013/7/24,14120,199848
2013/7/23,13975,200334
2013/7/22,14055,199782
2013/7/19,13980,196062
2013/7/18,13885,196170
2013/7/17,13810,195774
2013/7/16,13535,196074
2013/7/15,13380,196308
2013/7/12,13565,194406
2013/7/11,13655,194754
2013/7/10,13475,194712
2013/7/9,13160,193616
2013/7/8,13325,193578
2013/7/5,13530,193776
2013/7/4,13685,190512
2013/7/3,13805,190590
2013/7/2,13915,188652
2013/7/1,13835,187716
2013/6/28,13680,187488
2013/6/27,13620,187644
2013/6/26,13560,187956
2013/6/25,13865,186084
2013/6/24,13650,186198
2013/6/21,13780,185412
2013/6/20,13745,185514
2013/6/19,14010,185688
2013/6/18,14025,185748
2013/6/17,14085,183624
2013/6/14,14230,183708
2013/6/13,14030,183672
2013/6/12,14385,183720
2013/6/11,,182814
2013/6/10,,182436
2013/6/7,15050,182274
2013/6/6,14920,179808
2013/6/5,15255,179898
2013/6/4,15140,180432
2013/6/3,15030,180072
2013/5/31,,179796
2013/5/30,14650,180492
2013/5/29,14780,179832
2013/5/28,14830,179370
2013/5/24,14755,179616
2013/5/23,14755,180024
2013/5/22,15165,179598
2013/5/21,15035,178758
2013/5/20,14850,178758
2013/5/17,14855,177948
2013/5/16,14770,178776
2013/5/15,14830,179556
2013/5/14,15105,178434
2013/5/13,15235,177840
2013/5/10,15325,178194
2013/5/9,15335,178398
2013/5/8,15440,178482
2013/5/7,14965,178206
2013/5/3,14910,178338
2013/5/2,,178476
2013/5/1,,178476
2013/4/30,,177036
2013/4/29,,175836
2013/4/26,15280,175566
2013/4/25,15135,175764
2013/4/24,15205,175860
2013/4/23,15085,174546
2013/4/22,15180,173976
2013/4/19,15230,172296
2013/4/18,15390,168426
2013/4/17,15350,168546
2013/4/16,15730,168594
2013/4/15,15455,168762
2013/4/12,15950,169386
2013/4/11,15955,168378
2013/4/10,16150,167700
2013/4/9,16070,166788
2013/4/8,16135,166866
2013/4/5,15930,166284
2013/4/4,,165942
2013/4/3,,166038
2013/4/2,16390,166716
2013/3/28,16540,165420
2013/3/27,16670,164652
2013/3/26,16950,162498
2013/3/25,16930,162024
2013/3/22,16830,162762
2013/3/21,16850,162288
2013/3/20,16725,162306
2013/3/19,16610,162654
2013/3/18,16555,162306
2013/3/15,17105,161544
2013/3/14,16985,161646
2013/3/13,17065,161046
2013/3/12,16970,161316
2013/3/11,16650,161460
2013/3/8,16560,160938
2013/3/7,16515,160962
2013/3/6,16575,161022
2013/3/5,16505,160548
2013/3/4,16540,160656
2013/3/1,16425,159552
2013/2/28,,157980
2013/2/27,16710,157806
2013/2/26,16525,156834
2013/2/25,16710,155568
2013/2/22,16745,154500
2013/2/21,16775,154398
2013/2/20,17200,153306
2013/2/19,17585,153384
2013/2/18,17935,153270
2013/2/15,18250,153480
2013/2/14,,153720
2013/2/13,,153912
2013/2/12,,154122
2013/2/11,,153696
2013/2/8,,152400
2013/2/7,18220,150996
2013/2/6,18490,150672
2013/2/5,18565,150834
2013/2/4,18600,150906
2013/2/1,18380,150900
2013/1/31,18375,150012
2013/1/30,18205,150060
2013/1/29,17625,149808
2013/1/28,17410,149424
2013/1/25,17265,150216
2013/1/24,17300,149718
2013/1/23,17485,149154
2013/1/22,17375,148128
2013/1/21,17380,148020
2013/1/18,17630,147804
2013/1/17,17385,147228
2013/1/16,17285,147342
2013/1/15,17190,147060
2013/1/14,17360,147060
2013/1/11,17325,144246
2013/1/10,17540,144342
2013/1/9,17440,143418
2013/1/8,17145,143490
2013/1/7,17215,142248
2013/1/4,17325,141672
2013/1/3,17540,141708
2013/1/2,,141690
2012/12/31,,139908
2012/12/28,17100,139074
2012/12/27,17230,138702
2012/12/24,17015,138732
2012/12/21,17385,139098
2012/12/20,17525,138372
2012/12/19,17585,138330
2012/12/18,17650,137388
2012/12/17,17555,138030
2012/12/14,17705,137820
2012/12/13,17430,137598
2012/12/12,17760,137622
2012/12/11,17605,137472
2012/12/10,17330,138024
2012/12/7,17025,138558
2012/12/6,17380,138654
2012/12/5,17445,138354
2012/12/4,17315,138360
2012/12/3,17600,136170
2012/11/30,17100,136374
2012/11/29,17225,136356
2012/11/28,16900,136386
2012/11/27,16670,134448
2012/11/26,16675,134646
2012/11/23,16530,133908
2012/11/22,16685,133908
2012/11/21,16510,133578
2012/11/20,16335,133914
2012/11/19,16060,132636
2012/11/16,15880,132882
2012/11/15,16015,133458
2012/11/14,15985,133602
2012/11/13,15910,133104
2012/11/12,,129792
2012/11/9,15890,130236
2012/11/8,15960,130764
2012/11/7,16000,
2012/11/6,15975,130548
2012/11/5,15850,130128
2012/11/3,17600,
2012/11/2,16150,130182
2012/11/1,16310,130284
2012/10/31,16235,129618
2012/10/30,16000,129720
2012/10/29,15870,128934
2012/10/26,16100,129012
2012/10/25,16405,128718
2012/10/24,16300,127914
2012/10/23,16185,127938
2012/10/22,16730,127134
2012/10/19,17005,127500
2012/10/18,17135,127152
2012/10/17,16805,127956
2012/10/16,17030,128544
2012/10/15,17205,126342
2012/10/12,17235,124608
2012/10/11,17645,124368
2012/10/10,17735,124350
2012/10/9,,124248
2012/10/8,17930,
2012/10/5,18575,124860
2012/10/4,18650,123114
2012/10/3,18620,123522
2012/10/2,18840,
2012/10/1,18480,124074
2012/9/28,18520,122580
2012/9/27,18155,122256
2012/9/26,,122442
2012/9/25,18275,122442
2012/9/24,17810,122466
2012/9/21,18005,120852
2012/9/20,17600,120876
2012/9/19,17780,120936
2012/9/18,17800,119982
2012/9/17,17955,120150
2012/9/14,,120876
2012/9/13,16680,120882
2012/9/12,16825,
2012/9/11,,120810
2012/9/10,16525,120816
2012/9/7,16155,121080
2012/9/6,16105,121152
2012/9/5,15835,120054
2012/9/4,16100,119724
2012/9/3,16105,119784
2012/8/31,15875,118908
2012/8/30,16280,118662
2012/8/29,16235,118164
2012/8/28,16210,115236
2012/8/27,,114522
2012/8/24,16430,114522
2012/8/23,16135,114834
2012/8/22,15755,115590
2012/8/21,15610,115662
2012/8/20,15350,115758
2012/8/17,15435,114900
2012/8/16,15190,115056
2012/8/15,15230,115404
2012/8/14,15555,115878
2012/8/13,15320,116004
2012/8/10,15225,116676
2012/8/9,15450,116808
2012/8/8,15480,116604
2012/8/7,15660,116670
2012/8/6,15455,115992
2012/8/3,15400,115314
2012/8/2,15480,115578
2012/8/1,15710,115884
2012/7/31,,114912
2012/7/30,16020,
2012/7/27,15860,112698
2012/7/26,15930,112236
2012/7/25,15715,111762
2012/7/24,15605,110580
2012/7/23,15650,110622
2012/7/20,15830,110658
2012/7/19,16180,111174
2012/7/18,15985,109326
2012/7/17,16125,106998
2012/7/16,15960,107130
2012/7/13,16155,105762
2012/7/12,15840,105912
2012/7/11,16165,105528
2012/7/10,16180,105006
2012/7/9,16245,105060
2012/7/6,16460,103854
2012/7/5,16915,103578
2012/7/4,17000,103674
2012/7/3,17105,103860
2012/7/2,,103350
2012/6/29,16475,102852
2012/6/28,16375,103746
2012/6/27,16180,103800
2012/6/26,16255,103794
2012/6/25,16372,103080
2012/6/22,16270,102876
2012/6/21,16780,103086
2012/6/20,17040,102894
2012/6/19,16675,102894
2012/6/18,16625,102936
2012/6/15,16610,103560
2012/6/14,16775,103932
2012/6/13,17085,103998
2012/6/12,17085,104334
2012/6/11,16815,104484
2012/6/8,16335,105318
2012/6/7,16450,106116
2012/6/6,16060,107724
2012/6/1,16025,107826
2012/5/31,16375,107106
2012/5/30,16390,106752
2012/5/29,16885,106104
2012/5/28,16980,106122
2012/5/25,16980,105156
2012/5/24,,105510
2012/5/23,16880,105168
2012/5/22,17030,105732
2012/5/21,16775,106122
2012/5/18,17105,106182
2012/5/17,17130,105564
2012/5/16,16950,105630
2012/5/15,16985,105774
2012/5/14,16980,106230
2012/5/11,17025,106302
2012/5/10,17135,106362
2012/5/9,17030,105792
2012/5/8,17405,105642
2012/5/4,17370,104280
2012/5/3,17380,103764
2012/5/2,17430,103896
2012/5/1,17525,103902
2012/4/30,,103902
2012/4/27,18255,101760
2012/4/26,17965,100734
2012/4/25,17485,100830
2012/4/24,17600,99798
2012/4/23,17595,99630
2012/4/20,17750,100080
2012/4/19,17605,99762
2012/4/18,17720,99624
2012/4/17,17755,98856
2012/4/16,17945,99330
2012/4/13,18400,98388
2012/4/12,18200,98442
2012/4/11,17925,99330
2012/4/10,18010,100026
2012/4/5,17865,100146
2012/4/4,18035,100614
2012/4/3,18325,100542
2012/4/2,17780,100542
2012/3/30,17430,99882
2012/3/29,17405,99918
2012/3/28,17720,99960
2012/3/27,18030,99222
2012/3/26,18190,97692
2012/3/23,18305,97740
2012/3/22,18470,97788
2012/3/21,18880,97848
2012/3/20,18770,97050
2012/3/19,18755,97326
2012/3/16,19200,97422
2012/3/15,19195,97170
2012/3/14,19350,96726
2012/3/13,19250,96750
2012/3/12,19000,96864
2012/3/9,18750,97146
2012/3/8,19000,97926
2012/3/7,18775,98034
2012/3/6,18700,98322
2012/3/5,19300,98610
2012/3/2,19390,98622
2012/3/1,19745,99030
2012/2/29,19910,98466
2012/2/28,20210,98442
2012/2/27,19835,97398
2012/2/24,19905,97536
2012/2/23,20000,97818
2012/2/22,20100,98016
2012/2/21,19990,97308
2012/2/20,19600,96816
2012/2/17,19735,97218
2012/2/16,19755,97770
2012/2/15,20350,95712
2012/2/14,20205,94320
2012/2/13,20980,94380
2012/2/10,21050,94488
2012/2/9,21350,94308
2012/2/8,21830,94170
2012/2/7,21300,93918
2012/2/6,21105,94518
2012/2/3,20780,94524
2012/2/2,20905,95850
2012/2/1,20870,95598
2012/1/31,21150,94512
2012/1/30,21370,94776
2012/1/27,21670,95016
2012/1/26,21350,94452
2012/1/25,20510,94104
2012/1/24,20295,92892
2012/1/23,,92772
2012/1/20,20155,91668
2012/1/19,19680,91788
2012/1/18,19460,91908
2012/1/17,19480,92034
2012/1/16,19270,92232
2012/1/13,19630,92460
2012/1/12,19575,92334
2012/1/11,19360,92844
2012/1/10,19425,92538
2012/1/9,18855,89838
2012/1/6,18680,89838
2012/1/5,18590,89838
2012/1/4,18705,89550
2012/1/3,18430,90516
2011/12/30,18280,90048
2011/12/29,17955,90300
2011/12/28,18365,90600
2011/12/23,18630,90042
2011/12/22,18855,89568
2011/12/21,18570,87900
2011/12/20,18555,88086
2011/12/19,18350,88338
2011/12/16,18075,88710
2011/12/15,17850,89544
2011/12/14,17830,89820
2011/12/13,18390,89994
2011/12/12,18265,90324
2011/12/9,18325,90042
2011/12/8,18150,90348
2011/12/7,18135,90510
2011/12/6,18125,91056
2011/12/5,17890,90456
2011/12/2,17300,90822
2011/12/1,17175,91074
2011/11/30,16935,90390
2011/11/29,16980,89778
2011/11/28,17275,89094
2011/11/25,17095,88668
2011/11/24,17205,88476
2011/11/23,17150,86286
2011/11/22,17750,85998
2011/11/21,17650,83940
2011/11/18,17930,84750
2011/11/17,17870,83220
2011/11/16,17775,83598
2011/11/15,17615,83688
2011/11/14,18075,83892
2011/11/11,18150,84180
2011/11/10,18150,83280
2011/11/9,18185,83160
2011/11/8,18565,83640
2011/11/7,18610,85056
2011/11/4,18485,85476
2011/11/3,18700,85986
2011/11/2,18655,86538
2011/11/1,18600,86676
2011/10/31,19225,86508
2011/10/28,19700,87042
2011/10/27,19755,88128
2011/10/26,19635,87588
2011/10/25,19825,87828
2011/10/24,19035,87726
2011/10/21,18675,86820
2011/10/20,18160,88488
2011/10/19,18935,89478
2011/10/18,18580,90438
2011/10/17,18755,90924
2011/10/14,18900,91476
2011/10/13,18475,91020
2011/10/12,18925,91782
2011/10/11,18845,92502
2011/10/10,18835,93366
2011/10/7,18710,94266
2011/10/6,18730,94884
2011/10/5,18425,95382
2011/10/4,18385,96462
2011/10/3,18105,97074
2011/9/30,18305,96738
2011/9/29,18475,97164
2011/9/28,18610,97290
2011/9/27,18670,97458
2011/9/26,18400,97140
2011/9/23,18255,97242
2011/9/22,19505,97818
2011/9/21,20705,97638
2011/9/20,21100,98046
2011/9/19,21090,98082
2011/9/16,21705,97650
2011/9/15,21650,98220
2011/9/14,21160,98706
2011/9/13,21290,99048
2011/9/12,20855,99240
2011/9/9,21480,99060
2011/9/8,21540,99180
2011/9/7,21160,100458
2011/9/6,20625,101610
2011/9/5,21030,102408
2011/9/2,21570,103290
2011/9/1,21775,104502
2011/8/31,22050,103800
2011/8/30,21810,105780
2011/8/26,21255,105018
2011/8/25,21050,104010
2011/8/24,20820,103926
2011/8/23,20965,103266
2011/8/22,21075,103362
2011/8/19,21165,103212
2011/8/18,21550,103092
2011/8/17,21605,103254
2011/8/16,21600,103278
2011/8/15,21380,103272
2011/8/12,21780,103590
2011/8/11,21225,103500
2011/8/10,22055,102876
2011/8/9,21605,102582
2011/8/8,22300,102576
2011/8/5,23090,102654
2011/8/4,23580,102780
2011/8/3,23880,102900
2011/8/2,24515,102942
2011/8/1,25080,103098
2011/7/29,24500,102540
2011/7/28,24370,102930
2011/7/27,24055,102996
2011/7/26,24175,102486
2011/7/25,23780,101706
2011/7/22,24060,101418
2011/7/21,23720,101574
2011/7/20,23905,101928
2011/7/19,23955,101586
2011/7/18,23770,102354
2011/7/15,24060,103194
2011/7/14,23840,103644
2011/7/13,23710,103854
2011/7/12,23080,104106
2011/7/11,23410,104226
2011/7/8,24060,104370
2011/7/7,23375,104682
2011/7/6,23210,105480
2011/7/5,23105,105804
2011/7/4,23100,106398
2011/7/1,23115,106836
2011/6/30,23125,107148
2011/6/29,22885,107796
2011/6/28,22490,108636
2011/6/27,21950,109554
2011/6/24,21930,109872
2011/6/23,21925,109614
2011/6/22,21875,109968
2011/6/21,21955,110574
2011/6/20,21410,110880
2011/6/17,21910,111396
2011/6/16,21715,111744
2011/6/15,22275,112266
2011/6/14,22225,112506
2011/6/13,22250,112536
2011/6/10,22885,112926
2011/6/9,22505,114162
2011/6/8,22455,115134
2011/6/7,22585,115116
2011/6/6,22610,115392
2011/6/3,22540,114852
2011/6/2,22955,114594
2011/6/1,23335,114894
2011/5/31,23155,114102
2011/5/27,23125,114372
2011/5/26,23075,114528
2011/5/25,23425,114750
2011/5/24,22845,114906
2011/5/23,22610,115086
2011/5/20,23475,113568
2011/5/19,24210,113970
2011/5/18,24475,114018
2011/5/17,24410,114228
2011/5/16,24100,113976
2011/5/13,24730,114402
2011/5/12,23960,114732
2011/5/11,24435,114948
2011/5/10,24805,115560
2011/5/9,24775,115872
2011/5/6,24430,116244
2011/5/5,24975,116364
2011/5/4,26775,116376
2011/5/3,26410,117774
2011/4/28,26610,117384
2011/4/27,26350,117972
2011/4/26,26240,118338
2011/4/21,26655,117942
2011/4/20,25965,118212
2011/4/19,25560,118986
2011/4/18,26110,119988
2011/4/15,26325,120480
2011/4/14,26090,121182
2011/4/13,26680,122058
2011/4/12,27115,121518
2011/4/11,27420,120990
2011/4/8,27405,121224
2011/4/7,27130,121752
2011/4/6,25955,122916
2011/4/5,25150,123228
2011/4/4,25605,123756
2011/4/1,25555,123948
2011/3/31,26009,123696
2011/3/30,26250,124158
2011/3/29,26206,124506
2011/3/28,26580,124086
2011/3/25,27060,124254
2011/3/24,27145,123594
2011/3/23,26710,124038
2011/3/22,26215,124464
2011/3/21,26765,124848
2011/3/18,26155,125100
2011/3/17,25950,125598
2011/3/16,25390,126570
2011/3/15,25080,127674
2011/3/14,26000,127986
2011/3/11,25675,128424
2011/3/10,25975,128604
2011/3/9,27055,128658
2011/3/8,26650,129102
2011/3/7,28530,129384
2011/3/4,28950,129858
2011/3/3,28875,130014
2011/3/2,28455,130416
2011/3/1,28875,130578
2011/2/28,28840,130080
2011/2/25,27730,130422
2011/2/24,27680,129642
2011/2/23,28290,129198
2011/2/22,28865,129720
