Date,Price,Inventory
2019/9/10,18065,155910
2019/9/9,17895,155346
2019/9/6,17500,154956
2019/9/5,17540,153822
2019/9/4,17910,153522
2019/9/3,17925,153012
2019/9/2,18625,152604
2019/8/30,17860,152484
2019/8/29,16345,150708
2019/8/28,16025,150510
2019/8/27,15905,150426
2019/8/23,15755,150006
2019/8/22,15780,149850
2019/8/21,15755,150012
2019/8/20,15860,149640
2019/8/19,16005,149640
2019/8/16,16090,145134
2019/8/15,15990,144792
2019/8/14,16050,144414
2019/8/13,15725,144138
2019/8/12,15635,144138
2019/8/9,15620,144156
2019/8/8,15495,142032
2019/8/7,14740,141906
2019/8/6,15020,142200
2019/8/5,14860,142998
2019/8/2,14520,143658
2019/8/1,14290,143670
2019/7/31,14360,143628
2019/7/30,14205,143988
2019/7/29,13990,143988
2019/7/26,14060,145062
2019/7/25,13995,145500
2019/7/24,14475,145056
2019/7/23,14305,146670
2019/7/22,14310,147624
2019/7/19,14425,147942
2019/7/18,14685,148230
2019/7/17,14230,
2019/7/16,13920,149322
2019/7/15,13350,150324
2019/7/12,13205,150840
2019/7/11,13090,153420
2019/7/10,12790,153612
2019/7/9,12560,154104
2019/7/8,12525,154740
2019/7/5,12300,157464
2019/7/4,12305,157386
2019/7/3,12185,158292
2019/7/2,12025,161448
2019/7/1,12340,161658
2019/6/28,12665,164718
2019/6/27,12665,165480
2019/6/26,12400,164838
2019/6/25,12210,168252
2019/6/24,12065,168876
2019/6/21,12135,168684
2019/6/20,12245,169086
2019/6/19,11865,170088
2019/6/18,11705,167130
2019/6/17,11745,167148
2019/6/14,11895,163122
2019/6/13,11920,163704
2019/6/12,11745,163992
2019/6/11,11825,163878
2019/6/10,11600,163896
2019/6/7,11580,163968
2019/6/6,11710,163986
2019/6/5,11765,164052
2019/6/4,11800,158916
2019/6/3,11860,158946
2019/5/31,12040,158604
2019/5/30,11980,160290
2019/5/29,12040,163104
2019/5/28,12235,165564
2019/5/24,12155,164058
2019/5/23,11870,165036
2019/5/22,11965,165132
2019/5/21,12030,164532
2019/5/20,11915,164100
2019/5/17,12025,164400
2019/5/16,12215,165474
2019/5/15,11930,167268
2019/5/14,11820,168744
2019/5/13,11730,169218
2019/5/10,11865,169578
2019/5/9,11710,170436
2019/5/8,11965,171108
2019/5/7,12050,172788
2019/5/3,12170,172902
2019/5/2,12125,173058
2019/5/1,12130,173058
2019/4/30,12360,173268
2019/4/29,12335,173634
2019/4/26,12270,174360
2019/4/25,12270,174528
2019/4/24,12340,174852
2019/4/23,12490,175656
2019/4/18,12630,176292
2019/4/17,12950,176946
2019/4/16,12970,177198
2019/4/15,12855,177708
2019/4/12,12945,178866
2019/4/11,13020,179322
2019/4/10,13120,179442
2019/4/9,13165,179442
2019/4/8,13150,179328
2019/4/5,13090,180552
2019/4/4,13045,181056
2019/4/3,13200,181644
2019/4/2,13020,182202
2019/4/1,13155,182574
2019/3/29,13015,182574
2019/3/28,12780,183102
2019/3/27,13025,183126
2019/3/26,12850,183582
2019/3/25,12765,184260
2019/3/22,12930,
2019/3/21,13145,187116
2019/3/20,13195,188358
2019/3/19,13095,190434
2019/3/18,12810,190848
2019/3/15,12845,191340
2019/3/14,12930,192702
2019/3/13,12950,193116
2019/3/12,13150,193254
2019/3/11,12990,194046
2019/3/8,13040,194286
2019/3/7,13380,194622
2019/3/6,13610,195918
2019/3/5,13450,196410
2019/3/4,13160,196542
2019/3/1,13160,196782
2019/2/28,13040,196932
2019/2/27,12880,197682
2019/2/26,12815,198030
2019/2/25,12940,198912
2019/2/22,12930,199974
2019/2/21,12715,200184
2019/2/20,12700,200322
2019/2/19,12430,200568
2019/2/18,12350,200322
2019/2/15,12100,200562
2019/2/14,12345,200082
2019/2/13,12305,199476
2019/2/12,12455,199602
2019/2/11,12475,200448
2019/2/8,12735,200490
2019/2/7,12845,200754
2019/2/6,12930,200754
2019/2/5,12870,200754
2019/2/4,12675,201090
2019/2/1,12460,201702
2019/1/31,12380,202032
2019/1/30,12245,202032
2019/1/29,11885,203058
2019/1/28,11845,202782
2019/1/25,11715,202776
2019/1/24,11540,203088
2019/1/23,11615,202302
2019/1/22,11615,202668
2019/1/21,11670,200466
2019/1/18,11610,201228
2019/1/17,11450,201384
2019/1/16,11580,201378
2019/1/15,11430,
2019/1/14,11420,199542
2019/1/11,11400,201096
2019/1/10,11225,203274
2019/1/9,11205,204618
2019/1/8,11055,204852
2019/1/7,11040,204852
2019/1/4,10920,205752
2019/1/3,10715,206100
2019/1/2,10440,206400
2018/12/31,10595,207330
2018/12/28,10670,207924
2018/12/27,10650,
2018/12/25,,209070
2018/12/24,10800,209202
2018/12/21,10785,209052
2018/12/20,10885,209148
2018/12/19,10775,209634
2018/12/18,10885,209784
2018/12/17,10935,209592
2018/12/14,10740,209688
2018/12/13,10800,210348
2018/12/12,10720,211110
2018/12/11,10765,210258
2018/12/10,10740,210846
2018/12/7,10815,210870
2018/12/6,10855,210876
2018/12/5,11020,211284
2018/12/4,11265,212796
2018/12/3,11200,212844
2018/11/30,11020,213570
2018/11/29,10890,213720
2018/11/28,10735,213774
2018/11/27,10710,213774
2018/11/26,10770,213984
2018/11/23,10710,214188
2018/11/22,10970,214962
2018/11/21,11085,215322
2018/11/20,11190,215562
2018/11/19,11200,215328
2018/11/16,11280,215442
2018/11/15,11340,216174
2018/11/14,11225,216306
2018/11/13,11370,216600
2018/11/12,11290,216612
2018/11/9,11470,216834
2018/11/8,11615,217314
2018/11/7,11670,217410
2018/11/6,11820,217686
2018/11/5,11680,218430
2018/11/2,11980,218772
2018/11/1,11555,218868
2018/10/31,11625,218862
2018/10/30,11700,218970
2018/10/29,11725,219114
2018/10/26,11835,219456
2018/10/25,12135,219654
2018/10/24,12295,219366
2018/10/23,12330,219660
2018/10/22,12455,219636
2018/10/19,12470,219978
2018/10/18,12140,219924
2018/10/17,12440,220422
2018/10/16,12450,221898
2018/10/15,12650,222102
2018/10/12,12710,224226
2018/10/11,12420,224928
2018/10/10,12775,225528
2018/10/9,12660,226044
2018/10/8,12395,226476
2018/10/5,12400,227802
2018/10/4,12770,228090
2018/10/3,12400,228438
2018/10/2,12420,228456
2018/10/1,12325,228210
2018/9/28,12480,228564
2018/9/27,12620,228870
2018/9/26,12895,229152
2018/9/25,12845,229464
2018/9/24,12980,229722
2018/9/21,12955,231024
2018/9/20,12530,232098
2018/9/19,12470,232068
2018/9/18,12320,232068
2018/9/17,12235,232212
2018/9/14,12515,233592
2018/9/13,12615,233988
2018/9/12,12285,235836
2018/9/11,12255,236340
2018/9/10,12205,237066
2018/9/7,12290,236250
2018/9/6,12490,236706
2018/9/5,12415,237030
2018/9/4,12475,237984
2018/9/3,12670,238494
2018/8/31,13010,238782
2018/8/30,13290,240678
2018/8/29,13415,240666
2018/8/28,13460,241488
2018/8/24,13310,242604
2018/8/23,13140,243552
2018/8/22,13570,243666
2018/8/21,13680,245094
2018/8/20,13560,245724
2018/8/17,13240,246534
2018/8/16,13115,247548
2018/8/15,12985,248328
2018/8/14,13345,248712
2018/8/13,13680,248772
2018/8/10,13635,249546
2018/8/9,14060,249720
2018/8/8,13920,250548
2018/8/7,13750,251466
2018/8/6,13225,251838
2018/8/3,13130,253278
2018/8/2,13225,254070
2018/8/1,13780,254262
2018/7/31,13770,256044
2018/7/30,13700,256158
2018/7/27,13720,257502
2018/7/26,13575,259332
2018/7/25,13535,260400
2018/7/24,13435,260718
2018/7/23,13440,260718
2018/7/20,13425,259266
2018/7/19,13220,261108
2018/7/18,13315,262416
2018/7/17,13460,263298
2018/7/16,13680,263520
2018/7/13,13870,263646
2018/7/12,14055,263730
2018/7/11,13630,263220
2018/7/10,13960,263994
2018/7/9,13970,265542
2018/7/6,13760,266868
2018/7/5,14170,268392
2018/7/4,14100,269166
2018/7/3,14620,269898
2018/7/2,14575,271806
2018/6/29,14910,272616
2018/6/28,14720,272754
2018/6/27,14700,272982
2018/6/26,14570,274176
2018/6/25,15060,274242
2018/6/22,15255,274476
2018/6/21,14980,275544
2018/6/20,14850,275616
2018/6/19,14545,275658
2018/6/18,14970,275712
2018/6/15,15265,276384
2018/6/14,15245,276312
2018/6/13,15180,277014
2018/6/12,15295,277986
2018/6/11,15310,279120
2018/6/8,15240,278994
2018/6/7,15750,278790
2018/6/6,15640,280116
2018/6/5,15415,281214
2018/6/4,15280,286752
2018/6/1,15150,287646
2018/5/31,14870,290604
2018/5/30,14870,292098
2018/5/29,14880,294804
2018/5/25,14840,296316
2018/5/24,14525,296898
2018/5/23,14510,297672
2018/5/22,14700,300126
2018/5/21,14615,303576
2018/5/18,14750,305748
2018/5/17,14580,
2018/5/16,14410,307668
2018/5/15,14490,308478
2018/5/14,14320,311448
2018/5/11,13910,311604
2018/5/10,13810,312642
2018/5/9,13790,313446
2018/5/8,13940,313644
2018/5/4,13835,314862
2018/5/3,13985,315696
2018/5/2,13915,306762
2018/5/1,13610,306762
2018/4/30,13725,307284
2018/4/27,13980,307668
2018/4/26,13945,309594
2018/4/25,14120,310920
2018/4/24,14250,312324
2018/4/23,14050,312912
2018/4/20,14640,312894
2018/4/19,15710,314328
2018/4/18,15105,315678
2018/4/17,13950,314454
2018/4/16,14150,311988
2018/4/13,14005,312954
2018/4/12,13585,314946
2018/4/11,13740,315834
2018/4/10,13700,315186
2018/4/9,13240,315870
2018/4/6,12890,317328
2018/4/5,13285,318432
2018/4/4,13060,318720
2018/4/3,13560,320268
2018/3/29,13245,320586
2018/3/28,12925,322236
2018/3/27,13030,323400
2018/3/26,12845,323880
2018/3/23,13050,324870
2018/3/22,13355,325836
2018/3/21,13330,325812
2018/3/20,13520,322884
2018/3/19,13430,324096
2018/3/16,13685,324894
2018/3/15,13685,
2018/3/14,13925,325434
2018/3/13,13830,
2018/3/12,13725,326790
2018/3/9,13345,328998
2018/3/8,13250,330888
2018/3/7,13370,330438
2018/3/6,13580,332094
2018/3/5,13335,333648
2018/3/2,13450,334116
2018/3/1,13510,335508
2018/2/28,13800,335280
2018/2/27,13885,335586
2018/2/26,13910,335994
2018/2/23,13800,336264
2018/2/22,13575,337008
2018/2/21,13590,336984
2018/2/20,13650,337230
2018/2/19,13600,338928
2018/2/16,14030,338958
2018/2/15,14150,339708
2018/2/14,13630,338652
2018/2/13,13215,339006
2018/2/12,12965,341160
2018/2/9,12970,342204
2018/2/8,13025,
2018/2/7,13490,347148
2018/2/6,13370,349476
2018/2/5,13540,350652
2018/2/2,13795,353592
2018/2/1,13545,355266
2018/1/31,13555,357012
2018/1/30,13650,359292
2018/1/29,13890,360714
2018/1/26,13750,361782
2018/1/25,13695,362058
2018/1/24,13000,362196
2018/1/23,12750,362868
2018/1/22,12720,363168
2018/1/19,12595,
2018/1/18,12455,362532
2018/1/17,12415,364968
2018/1/16,12415,364218
2018/1/15,12835,
2018/1/12,,365994
2018/1/11,12835,368292
2018/1/10,12900,365868
2018/1/9,12515,367056
2018/1/8,12450,368430
2018/1/5,12500,365070
2018/1/4,12615,365934
2018/1/3,12465,366072
2018/1/2,12690,366612
2017/12/29,12260,367776
2017/12/28,12095,370836
2017/12/27,11840,372258
2017/12/22,12050,374136
2017/12/21,12000,373410
2017/12/20,11915,374934
2017/12/19,11690,374502
2017/12/18,11530,373314
2017/12/15,11170,374850
2017/12/14,11140,376878
2017/12/13,11085,377166
2017/12/12,11070,375564
2017/12/11,10860,376152
2017/12/8,10990,376938
2017/12/7,10795,377844
2017/12/6,10830,378432
2017/12/5,11075,376644
2017/12/4,11330,378528
2017/12/1,11050,380100
2017/11/30,11295,380136
2017/11/29,11305,380448
2017/11/28,11400,379320
2017/11/27,11600,380208
2017/11/24,12015,382362
2017/11/23,11625,383766
2017/11/22,11730,384204
2017/11/21,11605,379278
2017/11/20,11510,379890
2017/11/17,11470,381258
2017/11/16,11570,382446
2017/11/15,11580,382650
2017/11/14,12255,379590
2017/11/13,12280,380094
2017/11/10,12285,382524
2017/11/9,12230,382980
2017/11/8,12565,
2017/11/7,12805,382356
2017/11/6,12830,383370
2017/11/3,12560,384054
2017/11/2,12630,381570
2017/11/1,12695,381444
2017/10/31,11850,381906
2017/10/30,11500,382872
2017/10/27,11370,384294
2017/10/26,11845,385956
2017/10/25,11860,387948
2017/10/24,11950,385284
2017/10/23,11745,385956
2017/10/20,12050,387942
2017/10/19,11680,386418
2017/10/18,11745,385218
2017/10/17,11675,385656
2017/10/16,11790,385788
2017/10/13,11605,385572
2017/10/12,11195,385830
2017/10/11,10980,383148
2017/10/10,10910,383820
2017/10/9,10770,384864
2017/10/6,10500,386502
2017/10/5,10560,387222
2017/10/4,10640,387828
2017/10/3,10555,382734
2017/10/2,10375,384516
2017/9/29,10585,381942
2017/9/28,10175,384942
2017/9/27,10530,385158
2017/9/26,10450,383298
2017/9/25,10395,380562
2017/9/22,10580,381330
2017/9/21,10860,380058
2017/9/20,11375,380736
2017/9/19,10950,383502
2017/9/18,11090,383472
2017/9/15,11005,384078
2017/9/14,11265,383640
2017/9/13,11485,383256
2017/9/12,11535,382890
2017/9/11,11550,382878
2017/9/8,11845,384978
2017/9/7,12035,384150
2017/9/6,11920,383370
2017/9/5,12150,385392
2017/9/4,12120,387246
2017/9/1,12005,388824
2017/8/31,11620,389154
2017/8/30,11555,386550
2017/8/29,11735,388440
2017/8/25,11610,387450
2017/8/24,11640,385200
2017/8/23,11435,385974
2017/8/22,11430,385536
2017/8/21,11250,384594
2017/8/18,10730,384864
2017/8/17,10710,385194
2017/8/16,10560,385560
2017/8/15,10370,384258
2017/8/14,10510,375288
2017/8/11,10590,375696
2017/8/10,10770,374382
2017/8/9,10710,374544
2017/8/8,10280,373992
2017/8/7,10310,375282
2017/8/4,10335,373086
2017/8/3,10255,373086
2017/8/2,10205,373374
2017/8/1,10155,372936
2017/7/31,10235,373032
2017/7/28,10175,374478
2017/7/27,10105,376080
2017/7/26,9915,376038
2017/7/25,9885,375138
2017/7/24,9560,375240
2017/7/21,9560,376182
2017/7/20,9540,376566
2017/7/19,9720,375384
2017/7/18,9580,373968
2017/7/17,9580,373206
2017/7/14,9380,374544
2017/7/13,9185,375648
2017/7/12,9210,376476
2017/7/11,8980,372588
2017/7/10,8885,372876
2017/7/7,8950,372876
2017/7/6,9090,372642
2017/7/5,9065,370284
2017/7/4,9125,370620
2017/7/3,9370,371460
2017/6/30,9280,372228
2017/6/29,9275,372870
2017/6/28,9125,373914
2017/6/27,9060,374634
2017/6/26,9040,374952
2017/6/23,9170,375852
2017/6/22,8910,376644
2017/6/21,8890,377094
2017/6/20,8980,377470
2017/6/19,8895,377470
2017/6/16,8905,376950
2017/6/15,8830,376986
2017/6/14,8815,376452
2017/6/13,8720,375822
2017/6/12,8940,375870
2017/6/9,8805,376914
2017/6/8,8800,378174
2017/6/7,,379572
2017/6/6,8800,379932
2017/6/5,8820,381480
2017/6/2,8715,383292
2017/6/1,8830,384966
2017/5/31,8810,378984
2017/5/30,9025,380292
2017/5/26,9005,382104
2017/5/25,9075,383844
2017/5/24,9130,384798
2017/5/23,9290,378414
2017/5/22,9370,378858
2017/5/19,9180,378894
2017/5/18,9005,379824
2017/5/17,9165,380340
2017/5/16,9015,380250
2017/5/15,9310,379638
2017/5/12,9325,380610
2017/5/11,9370,381834
2017/5/10,9195,381378
2017/5/9,9190,380718
2017/5/8,9070,380712
2017/5/5,8935,380712
2017/5/4,9010,380502
2017/5/3,9280,380472
2017/5/2,9485,379182
2017/5/1,9485,
2017/4/28,9485,379644
2017/4/27,9190,379002
2017/4/26,9255,379338
2017/4/25,9235,380172
2017/4/24,9270,380496
2017/4/21,9395,380946
2017/4/20,,375738
2017/4/19,9455,374952
2017/4/18,9545,369354
2017/4/13,9695,369438
2017/4/12,9710,369678
2017/4/11,10050,370872
2017/4/10,10100,374532
2017/4/7,9950,375702
2017/4/6,10320,376566
2017/4/5,10170,376872
2017/4/4,9865,374964
2017/4/3,9965,376476
2017/3/31,9875,377514
2017/3/30,9935,378402
2017/3/29,9915,379866
2017/3/28,9740,381180
2017/3/27,9710,382158
2017/3/24,9920,382266
2017/3/23,9915,382176
2017/3/22,9950,381714
2017/3/21,10105,381948
2017/3/20,10060,382824
2017/3/17,10200,384258
2017/3/16,10290,384924
2017/3/15,10185,386400
2017/3/14,10090,384522
2017/3/13,10145,383910
2017/3/10,10030,384978
2017/3/9,10100,385830
2017/3/8,10520,386118
2017/3/7,10920,381096
2017/3/6,10895,377280
2017/3/3,10900,377730
2017/3/2,10900,378444
2017/3/1,11000,377778
2017/2/28,10870,377466
2017/2/27,10900,378612
2017/2/24,10680,379680
2017/2/23,10635,381720
2017/2/22,10710,384000
2017/2/21,11020,384900
2017/2/20,11045,383784
2017/2/17,,379494
2017/2/16,10875,380100
2017/2/15,10710,380610
2017/2/14,10825,381546
2017/2/13,10675,383040
2017/2/10,10450,381864
2017/2/9,10380,382584
2017/2/8,10440,383244
2017/2/7,10390,383292
2017/2/6,10340,382176
2017/2/3,10160,382074
2017/2/2,10360,382098
2017/2/1,10025,382620
2017/1/31,9890,382290
2017/1/30,9495,381006
2017/1/27,9380,381714
2017/1/26,9565,382002
2017/1/25,9635,380154
2017/1/24,9765,375504
2017/1/23,9770,371970
2017/1/20,9735,372006
2017/1/19,10050,371028
2017/1/18,10160,371256
2017/1/17,10175,372114
2017/1/16,10235,369732
2017/1/13,10115,370866
2017/1/12,9975,371820
2017/1/11,10450,371928
2017/1/10,10435,371964
2017/1/9,10245,372012
2017/1/6,10185,370920
2017/1/5,10230,370920
2017/1/4,9975,371724
2017/1/3,10205,372066
2016/12/30,10010,371280
2016/12/29,10035,371280
2016/12/28,10140,371406
2016/12/23,10570,371568
2016/12/22,10585,371712
2016/12/21,10885,371712
2016/12/20,10980,371616
2016/12/19,10850,371400
2016/12/16,11130,371286
2016/12/15,11245,371406
2016/12/14,11365,369738
2016/12/13,11410,368598
2016/12/12,11275,368670
2016/12/9,11330,368772
2016/12/8,11370,368850
2016/12/7,11550,368850
2016/12/6,11520,368910
2016/12/5,11680,368724
2016/12/2,11125,366828
2016/12/1,11210,367008
2016/11/30,10965,366834
2016/11/29,11300,367050
2016/11/28,11680,367008
2016/11/25,11465,367722
2016/11/24,11570,367728
2016/11/23,11225,367950
2016/11/22,11380,367482
2016/11/21,11155,366456
2016/11/18,,365874
2016/11/17,11240,365874
2016/11/16,11205,365826
2016/11/15,11155,365358
2016/11/14,11135,365502
2016/11/11,11735,364410
2016/11/10,11710,364410
2016/11/9,11450,363162
2016/11/8,11140,362970
2016/11/7,10930,363162
2016/11/4,10385,363708
2016/11/3,10440,363096
2016/11/2,10355,362922
2016/11/1,10445,363024
2016/10/31,10550,363558
2016/10/28,10340,361710
2016/10/27,10265,362250
2016/10/26,10150,362484
2016/10/25,10255,362424
2016/10/24,10020,363288
2016/10/21,9995,363408
2016/10/20,10165,362826
2016/10/19,10280,361278
2016/10/18,10335,361284
2016/10/17,10400,362478
2016/10/14,10435,360708
2016/10/13,10415,360096
2016/10/12,10575,360540
2016/10/11,10415,360792
2016/10/10,10305,360828
2016/10/7,10260,360282
2016/10/6,10120,360282
2016/10/5,9970,360558
2016/10/4,10155,361464
2016/10/3,10190,362004
2016/9/30,10460,361794
2016/9/29,10530,362448
2016/9/28,10615,361884
2016/9/27,10760,361860
2016/9/26,10450,362364
2016/9/23,10625,363216
2016/9/22,10545,364902
2016/9/21,10315,364782
2016/9/20,10195,365784
2016/9/19,9920,366858
2016/9/16,9650,366966
2016/9/15,9650,367806
2016/9/14,9770,367812
2016/9/13,10015,367728
2016/9/12,10025,367752
2016/9/9,10340,367932
2016/9/8,10310,367854
2016/9/7,10135,367752
2016/9/6,10060,367896
2016/9/5,10050,367758
2016/9/2,9880,368430
2016/9/1,9750,369096
2016/8/31,9725,370116
2016/8/30,9720,370860
2016/8/26,9775,370566
2016/8/25,9795,372414
2016/8/24,10220,373206
2016/8/23,10235,373548
2016/8/22,10125,373692
2016/8/19,10250,373512
2016/8/18,10325,373572
2016/8/17,10155,373578
2016/8/16,10330,373992
2016/8/15,10405,369048
2016/8/12,10445,369222
2016/8/11,10690,369492
2016/8/10,10900,370392
2016/8/9,10730,371154
2016/8/8,10790,369228
2016/8/5,10580,369492
2016/8/4,10440,371748
2016/8/3,10650,372378
2016/8/2,10795,372750
2016/8/1,10705,372954
2016/7/29,10445,373074
2016/7/28,10535,374598
2016/7/27,10360,374652
2016/7/26,10315,373614
2016/7/25,10440,373608
2016/7/22,10655,375360
2016/7/21,10665,375546
2016/7/20,10445,377202
2016/7/19,10555,377748
2016/7/18,10310,376980
2016/7/15,10360,377586
2016/7/14,10370,378816
2016/7/13,10290,378402
2016/7/12,10310,378120
2016/7/11,10090,377736
2016/7/8,9740,377328
2016/7/7,9810,378264
2016/7/6,9675,377628
2016/7/5,10085,376848
2016/7/4,10300,378114
2016/7/1,9535,379566
2016/6/30,9415,379338
2016/6/29,9280,380286
2016/6/28,9135,381084
2016/6/27,8960,
2016/6/24,8900,382104
2016/6/23,9180,383502
2016/6/22,9230,385566
2016/6/21,9180,386064
2016/6/20,9210,385908
2016/6/17,9050,386238
2016/6/16,8785,388620
2016/6/15,9070,389136
2016/6/14,8805,390660
2016/6/13,8825,393732
2016/6/10,8950,394662
2016/6/9,8950,394746
2016/6/8,8825,395514
2016/6/7,8565,396498
2016/6/6,8625,395760
2016/6/3,8510,397116
2016/6/2,8365,400008
2016/6/1,8325,401508
2016/5/31,8465,401766
2016/5/27,8375,402744
2016/5/26,8375,400896
2016/5/25,8340,401874
2016/5/24,8340,402504
2016/5/23,8310,402888
2016/5/20,8525,404556
2016/5/19,8490,405660
2016/5/18,8585,404178
2016/5/17,8630,405858
2016/5/16,8640,406464
2016/5/13,8585,412344
2016/5/12,8775,414018
2016/5/11,8780,414024
2016/5/10,8635,414714
2016/5/9,8730,414690
2016/5/6,8960,415284
2016/5/5,9300,415134
2016/5/4,9390,416442
2016/5/3,9555,417504
2016/4/29,9460,417438
2016/4/28,9150,415752
2016/4/27,9200,416352
2016/4/26,9060,418056
2016/4/25,,418998
2016/4/22,9130,420924
2016/4/21,9430,423552
2016/4/20,9215,425220
2016/4/19,9070,424080
2016/4/18,8950,423690
2016/4/15,8885,424212
2016/4/14,8880,427182
2016/4/13,8920,428712
2016/4/12,8655,428640
2016/4/11,8555,428442
2016/4/8,8405,428676
2016/4/7,8460,431136
2016/4/6,8470,432024
2016/4/5,8275,430506
2016/4/4,8275,431856
2016/4/1,8380,431802
2016/3/31,8280,431652
2016/3/30,8425,432672
2016/3/29,8575,434850
2016/3/24,8580,432672
2016/3/23,8625,433110
2016/3/22,8650,431148
2016/3/21,8615,432324
2016/3/18,8855,434508
2016/3/17,8645,434838
2016/3/16,8460,435702
2016/3/15,8535,434028
2016/3/14,8705,422730
2016/3/11,8770,424854
2016/3/10,8735,426798
2016/3/9,8785,428664
2016/3/8,9040,427248
2016/3/7,9375,430602
2016/3/4,9050,431874
2016/3/3,8785,438138
2016/3/2,8760,440475
2016/3/1,8535,439932
2016/2/29,8420,441912
2016/2/26,8410,441966
2016/2/25,8500,443010
2016/2/24,8520,445260
2016/2/23,8675,435396
2016/2/22,8695,435762
2016/2/19,8340,435378
2016/2/18,8305,438306
2016/2/17,8240,437442
2016/2/16,8270,438402
2016/2/15,8120,439116
2016/2/12,7720,439104
2016/2/11,7710,438738
2016/2/10,8040,439068
2016/2/9,8100,439068
2016/2/8,8055,439140
2016/2/5,8485,440082
2016/2/4,8545,442182
2016/2/3,8440,443586
2016/2/2,8460,444126
2016/2/1,,446676
2016/1/29,8545,448314
2016/1/28,8570,451500
2016/1/27,8655,450186
2016/1/26,8545,450828
2016/1/25,8555,449550
2016/1/22,8725,450174
2016/1/21,8505,450768
2016/1/20,8565,450978
2016/1/19,8680,452742
2016/1/18,8500,433674
2016/1/15,8380,434244
2016/1/14,8350,433968
2016/1/13,,436704
2016/1/12,8180,437334
2016/1/11,8310,437040
2016/1/8,8405,438576
2016/1/7,8315,438828
2016/1/6,8480,440358
2016/1/5,8620,441510
2016/1/4,8515,441342
2015/12/31,8665,441294
2015/12/30,8610,444702
2015/12/29,8560,445368
2015/12/24,8590,445332
2015/12/23,8650,445926
2015/12/22,8700,441510
2015/12/21,8710,436584
2015/12/18,8655,438546
2015/12/17,8605,435756
2015/12/16,8675,438474
2015/12/15,8650,423516
2015/12/14,8565,409014
2015/12/11,8655,406308
2015/12/10,8530,399888
2015/12/9,8725,393228
2015/12/8,8580,393978
2015/12/7,8940,394656
2015/12/4,9025,396672
2015/12/3,8760,400992
2015/12/2,8845,403230
2015/12/1,8840,405234
2015/11/30,8735,408360
2015/11/27,8765,411246
2015/11/26,9120,411228
2015/11/25,8650,411846
2015/11/24,8425,411984
2015/11/23,8160,412572
2015/11/20,8900,414684
2015/11/19,8885,415452
2015/11/18,8955,415884
2015/11/17,9165,412956
2015/11/16,9405,416028
2015/11/13,9365,418056
2015/11/12,9370,418728
2015/11/11,9450,
2015/11/10,9495,418716
2015/11/9,9600,423522
2015/11/6,9725,424188
2015/11/5,9690,427518
2015/11/4,9970,428088
2015/11/3,9995,422844
2015/11/2,10050,423876
2015/10/30,10135,426030
2015/10/29,10475,427512
2015/10/28,10380,428220
2015/10/27,10485,428232
2015/10/26,10465,428370
2015/10/23,10600,429720
2015/10/22,10405,434232
2015/10/21,10320,435450
2015/10/20,10280,434994
2015/10/19,10415,437640
2015/10/16,10460,438258
2015/10/15,10575,438618
2015/10/14,10375,439038
2015/10/13,10400,439740
2015/10/12,10635,439794
2015/10/9,10710,441492
2015/10/8,10070,443592
2015/10/7,10220,446400
2015/10/6,,449034
2015/10/5,,453450
2015/10/2,9930,453246
2015/10/1,10390,452634
2015/9/30,,452070
2015/9/29,9875,451500
2015/9/28,9820,452286
2015/9/25,9820,454812
2015/9/24,9715,454812
2015/9/23,9810,454026
2015/9/22,9680,452694
2015/9/21,9705,454122
2015/9/18,9760,453000
2015/9/17,9890,450330
2015/9/16,10110,449172
2015/9/15,9850,447786
2015/9/14,9905,448320
2015/9/11,10190,447972
2015/9/10,10325,449682
2015/9/9,10065,451044
2015/9/8,9850,451356
2015/9/7,9810,451962
2015/9/4,9785,453630
2015/9/3,10025,453678
2015/9/2,9745,454044
2015/9/1,9940,453894
2015/8/28,9835,455166
2015/8/27,9730,454692
2015/8/26,9475,454380
2015/8/25,9670,453852
2015/8/24,9305,455052
2015/8/21,10110,454992
2015/8/20,10390,455892
2015/8/19,10330,456168
2015/8/18,10305,454974
2015/8/17,10560,454818
2015/8/14,10500,454326
2015/8/13,10520,454350
2015/8/12,10460,454410
2015/8/11,10700,456708
2015/8/10,10800,456708
2015/8/7,10800,456678
2015/8/6,10820,458490
2015/8/5,10790,457926
2015/8/4,10835,457926
2015/8/3,10775,458838
2015/7/31,10925,460098
2015/7/30,10925,460998
2015/7/29,11110,457890
2015/7/28,10925,452580
2015/7/27,10925,453414
2015/7/24,11175,453330
2015/7/23,11240,453738
2015/7/22,11545,453804
2015/7/21,11775,453582
2015/7/20,11425,453306
2015/7/17,11425,453486
2015/7/16,11735,452850
2015/7/15,11735,453480
2015/7/14,11385,453006
2015/7/13,11455,454896
2015/7/10,11275,456390
2015/7/9,11290,457248
2015/7/8,11145,456744
2015/7/7,11145,455514
2015/7/6,11560,456450
2015/7/3,12060,457086
2015/7/2,12060,457308
2015/7/1,11905,457110
2015/6/30,11680,456438
2015/6/29,11715,459018
2015/6/26,12585,458148
2015/6/25,12585,458370
2015/6/24,12780,459438
2015/6/23,12665,458688
2015/6/22,12590,461436
2015/6/19,12590,458550
2015/6/18,12860,459198
2015/6/17,12775,459762
2015/6/16,12775,461568
2015/6/15,12735,464556
2015/6/12,13065,465264
2015/6/11,13465,465690
2015/6/10,13575,467010
2015/6/9,13530,467904
